Title,Authors,Year,DOI,PubMed IDs,Full Authors,distr,Cited By Count
Emulsion based selection of T7 promoters of varying activity.,"Eric A. Davidson, Thomas Van Blarcom, Matthew Levy, Andrew D. Ellington",2010,10.1142/9789814295291_0045,19908395,"{57196976670: 'Eric A. Davidson', 16305374800: 'Thomas J. van Blarcom', 7404614286: 'Matthew Levy', 35497668300: 'Andrew D. Ellington'}","[1.7159858e-01 2.5844324e-01 5.6877881e-02 1.6618419e-03 4.1331615e-02
 4.6156321e-02 5.3607804e-05 4.4012006e-02 5.8968586e-04 5.8968586e-04
 5.3607804e-05 5.8968586e-04 5.0981022e-02 3.2706121e-01]",13
Clustering context-specific gene regulatory networks.,"Archana Ramesh, Robert Trevino, Daniel D. Von Hoff, Seungchan Kim",2010,10.1142/9789814295291_0046,19908396,"{55573040600: 'Archana Ramesh', 36853169600: 'Robert P. Trevino', 34769442700: 'Daniel D. Von-Hoff', 53865015400: 'Seungchan Kim'}","[3.1177904e-05 4.2433128e-02 1.5620128e-02 2.7720273e-01 7.5138747e-03
 8.2652621e-02 3.1177904e-05 2.9310346e-01 2.2045894e-01 1.3125896e-02
 3.1177904e-05 1.9018520e-03 3.9003555e-02 6.8903165e-03]",8
Writing and compiling code into biochemistry.,"Adam Shea, Brian Fett, Marc D. Riedel and Keshab Parhi",2010,10.1142/9789814295291_0047,19908397,"{35422716200: 'Adam Shea', 17434058100: 'Brian Fett', 55508496800: 'Marc D. Riedel', 7102542319: 'Keshab K. Parhi'}","[6.3167565e-04 5.3296196e-01 2.1367864e-01 5.7425059e-05 1.2059262e-03
 2.7047202e-02 4.6514301e-03 1.2059262e-03 1.2983806e-01 4.2551968e-02
 5.2256808e-03 5.7425059e-05 2.9344205e-02 1.1542438e-02]",10
Synthesis of pharmacokinetic pathways through knowledge acquisition and automated reasoning.,"Luis Tari, Saadat Anwar, Shanshan Liang, Jorg Hakenberg, Chitta Baral",2010,10.1142/9789814295291_0048,19908398,"{8938272900: 'Luis B. Tari', 56223172400: 'Saadat Anwar', 36608445500: 'Shanshan Liang', 6505981464: 'JÃ¶rg Hakenberg', 7004928552: 'Chitta R. Baral'}","[1.4653489e-03 1.6638891e-01 5.9791982e-02 2.7039996e-01 6.0337893e-04
 2.8732331e-05 4.3385820e-03 2.8732331e-05 2.3273188e-03 4.5313758e-01
 2.8732331e-05 3.1605564e-04 4.0253997e-02 8.9070224e-04]",24
Towards integrative gene prioritization in Alzheimer's disease.,"Jang Lee, Graciela Gonzalez",2011,10.1142/9789814335058_0002,21121028,"{36165550800: 'Jang H. Lee', 57212403040: 'Graciela Gonzalez-Hernandez'}","[5.4277029e-05 3.3108988e-03 5.4277029e-05 2.1499132e-01 8.7386016e-03
 2.9097915e-01 4.5646980e-02 1.6337385e-02 2.0413591e-01 1.4605948e-01
 2.4478938e-02 5.4277029e-05 2.3393398e-02 2.1765089e-02]",5
Systems biology analyses of gene expression and genome wide association study data in obstructive sleep apnea.,"Yu Liu, Sanjay R. Patel, Rod K. Nibbe, Sean Maxwell, Salim A. Chowdhury, Mehmet Koyuturk, Xiaofeng Zhu, Emma Larkin, Sarah Buxbaum, Naresh Punjabi, Sina Gharib, Susan Redline, Mark R. Chance",2011,10.1142/9789814335058_0003,21121029,"{55860385900: 'Yu Liu', 55331236300: 'Sanjay R. Patel', 26635624900: 'Rod K. Nibbe', 55569765000: 'Sean Maxwell', 36679790300: 'Salim Akhter Chowdhury', 8897820600: 'Mehmet KoyutÃ¼rk', 7005462773: 'Zhu Xiaofeng', 7005200897: 'Emma K. Larkin', 6701774105: 'Sarah G. Buxbaum', 7004869128: 'Naresh M. Punjabi', 35334319300: 'Sina A. Gharib', 7102381732: 'Susan S. Redline', 7102769823: 'Mark R. Chance'}","[1.2707876e-02 1.2707876e-02 2.8396610e-02 3.0138060e-01 1.8983370e-02
 7.7031687e-02 9.1151550e-02 1.0527141e-01 3.2946342e-03 4.5654219e-02
 1.7257609e-03 2.4333228e-01 5.8205202e-02 1.5688736e-04]",23
Finding most likely haplotypes in general pedigrees through parallel search with dynamic load balancing.,"Lars Otten, Rina Dechter",2011,10.1142/9789814335058_0004,21121030,"{15045473000: 'Lars Otten', 7003845249: 'Rina Dechter'}","[1.3646652e-03 4.8628680e-02 9.4561316e-02 3.6612971e-04 2.6660897e-02
 8.4908806e-02 6.4605251e-02 3.3284519e-05 6.1047131e-01 2.0336840e-02
 4.4634540e-02 3.3284519e-05 3.3617364e-03 3.3284519e-05]",2
"Dynamic, multi-level network models of clinical trials.","Marco D. Sorani, Geoffrey T. Manley, J. Claude Hemphill, Sergio E. Baranzini",2011,10.1142/9789814335058_0005,21121031,"{23053016900: 'Marco D. Sorani', 7006663687: 'Geoffrey T. Manley', 7006731175: 'Jesse Claude Hemphill', 6601933310: 'Sergio Enrique Baranzini'}",,1
Mining functionally relevant gene sets for analyzing physiologically novel clinical expression data.,"Sevin Turcan, Xintao Wei, Jill Maron, Douglas E. Vetter, Donna K. Slonim",2011,10.1142/9789814335058_0006,21121032,"{23393731800: 'Åevin Turcan', 7004980142: 'Douglas E. Vetter', 14831682600: 'Jill L. Maron', 24605636400: 'Xintao Wei', 7005706008: 'Donna K. Slonim'}","[2.1290807e-03 3.5943892e-02 2.6759623e-02 1.3530101e-01 5.4312438e-02
 1.6285381e-01 2.5465477e-03 4.2418805e-01 4.1746684e-05 3.7613761e-02
 1.3400684e-02 5.6817237e-02 3.2186691e-02 1.5905486e-02]",2
Genotype phenotype mapping in RNA viruses - disjunctive normal form learning.,"Chuang Wu, Andrew S. Walsh, Roni Rosenfeld",2011,10.1142/9789814335058_0007,21121033,"{55923339600: 'Chuang Wu', 16305970900: 'Andrew S. Walsh', 56817994700: 'Ronald Rosenfeld'}","[3.3339739e-02 4.4869334e-02 1.9888548e-02 3.3019472e-02 3.2026648e-05
 2.2421855e-01 4.7751732e-02 6.7255954e-04 1.9667563e-01 3.2699205e-02
 1.5087754e-01 1.6045351e-02 1.4126955e-01 5.8640793e-02]",3
An application and empirical comparison of statistical analysis methods for associating rare variants to a complex phenotype.,"Vikas Bansal, Ondrej Libiger, Ali Torkamani, Nicholas J. Schork",2011,10.1142/9789814335058_0009,21121035,"{8905668900: 'Vikas Bansal', 57214359034: 'Ondrej Libiger', 16481696600: 'Ali A. Torkamani', 7005529116: 'Nicholas J. Schork'}","[2.0017035e-02 7.2402041e-03 4.5570694e-02 1.7177740e-02 2.4432141e-01
 1.6198182e-01 3.6499149e-01 1.4196479e-04 1.4196479e-04 1.7177740e-02
 1.5616127e-03 1.5616127e-03 4.2731401e-02 7.5383298e-02]",10
Haplotype phasing by multi-assembly of shared haplotypes: phase-dependent interactions between rare variants.,"Bjarni V. Halldorsson, Derek Aguiar, Sorin Istrail",2011,10.1142/9789814335058_0010,21121036,"{6603240812: 'Bjarni V. HalldÃ³rsson', 36717260400: 'Derek Aguiar', 57204344462: 'Sorin C. Istrail'}","[9.2375865e-03 1.7137603e-03 2.0941315e-02 1.0073567e-02 1.2163519e-02
 6.2740348e-02 4.4896340e-01 4.1799034e-05 2.6504764e-01 4.5978936e-04
 4.1799034e-05 4.1799034e-05 4.1799034e-05 1.6849190e-01]",9
An evaluation of power to detect low-frequency variant associations using allele-matching tests that account for uncertainty.,"Eleftheria Zeggini, Jennifer L. Asimit",2011,10.1142/9789814335058_0011,21121037,"{57203258251: 'Eleftheria Zeggini', 8702723500: 'Jennifer L. Asimit'}","[7.9088895e-05 7.9088895e-05 2.4517556e-03 8.6997787e-04 9.1031313e-02
 3.5518822e-01 4.4060421e-01 8.6997787e-04 8.7867759e-02 7.9088895e-05
 1.2733312e-02 7.9088895e-05 2.4517556e-03 5.6153112e-03]",3
Penalized regression for genome-wide association screening of sequence data.,"Hua Zhou, David Alexander, Mary Sehl, Janet Sinsheimer, Kenneth Lange",2011,10.1142/9789814335058_0012,21121038,"{7404742091: 'Hua Zhou', 34767889600: 'David H. Alexander', 6507626297: 'Mary E. Sehl', 7006292467: 'Janet S. Sinsheimer', 7103266200: 'Eric M. Sobel', 7202647148: 'Kenneth L. Lange'}","[1.57546881e-03 3.07792816e-02 8.03489164e-02 2.23255455e-02
 1.01483256e-01 3.97363991e-01 1.75261304e-01 3.84260711e-05
 1.20696284e-01 1.00292042e-02 3.65431905e-02 1.95972947e-03
 9.64494329e-03 1.19505078e-02]",25
Estimating the number of species with CatchAll.,John Bunge,2011,10.1142/9789814335058_0014,21121040,{6602085474: 'John A. Bunge'},"[5.5114637e-05 3.0368164e-02 1.3729057e-01 5.5114637e-05 5.6272045e-02
 5.3025794e-01 1.6589506e-02 1.5487214e-02 1.2792107e-01 1.5487214e-02
 5.5114637e-05 3.9131390e-03 3.3619928e-03 6.2885799e-02]",56
A framework for analysis of metagenomic sequencing data.,"A. Murat Eren, Michael J. Ferris, Christopher M. Taylor",2011,10.1142/9789814335058_0015,21121041,"{58259319600: 'A. Murat Eren', 57213872040: 'Michael J. Ferris', 7404821923: 'Christopher M. Taylor'}",,6
Visualization and statistical comparisons of microbial communities using R packages on Phylochip data.,"S. Holmes, A. Alekseyenko, A. Timme, T. Nelson, P.J. Pasricha, A. Spormann",2011,10.1142/9789814335058_0016,21121042,"{7203030601: 'Susan P. Holmes', 6603429592: 'Alexander V. Alekseyenko', 55570950400: 'Alden Timme', 55435278300: 'Tyrrell A. Nelson', 7006094347: 'Pankaj Jay Pasricha', 7003746412: 'Alfred Michael Spormann'}","[1.44279385e-02 8.16675718e-04 3.07614543e-02 5.09450119e-03
 2.07318962e-01 1.43929392e-01 3.92782176e-03 1.24095827e-01
 1.82818711e-01 3.88893241e-05 5.09450119e-03 1.18651323e-01
 5.17616905e-02 1.11262351e-01]",11
Human microbiome visualization using 3D technology.,"Jason H. Moore, Richard Cowper-Sal.Lari, Douglas Hill, Patricia Hibberd, Juliette Madan",2011,10.1142/9789814335058_0017,21121043,"{7405241093: 'Jason H. Moore', 55570265400: 'Richard Cowper Sal Lari', 56295748400: 'Douglas P. Hill', 7006693089: 'Patricia L. Hibberd', 24436607000: 'Juliette C. Madan'}","[1.1245582e-03 2.2009209e-02 4.1721109e-01 1.6600620e-03 1.1304488e-01
 1.2910999e-01 5.3550390e-05 1.6338225e-01 5.3550390e-05 2.0938201e-02
 3.5396807e-02 3.0041767e-02 1.1834636e-02 5.4139443e-02]",12
Comparing bacterial communities inferred from 16S rRNA gene sequencing and shotgun metagenomics.,"Neethu Shah, Haixu Tang, Thomas G. Doak, Yuzhen Ye",2011,10.1142/9789814335058_0018,21121044,"{58277241300: 'Neethu Shah', 10043216700: 'Haixu Tang', 6602814979: 'Thomas G. Doak', 7401627602: 'Yuzhen Ye'}","[7.8100758e-03 5.1722356e-05 9.3617458e-03 5.1722356e-05 9.1600291e-02
 2.3694010e-01 5.1722356e-05 6.4704664e-02 1.2056481e-01 2.2292335e-02
 1.7120099e-02 2.1257887e-02 5.1722356e-05 4.0814108e-01]",145
Computational generation inhibitor-bound conformers of p38 MAP kinase and comparison with experiments.,"Ahmet Bakan, Ivet Bahar",2011,10.1142/9789814335058_0020,21121046,"{6602867492: 'Ahmet Bakan', 7006697439: 'Ivet Bahar'}","[5.15001893e-01 1.03508286e-01 3.06151249e-02 8.51203967e-03
 4.70278428e-05 1.75460890e-01 4.70278428e-05 9.50432718e-02
 4.70278428e-05 3.33897676e-03 3.57881859e-02 4.70278428e-05
 3.15556824e-02 9.87584703e-04]",27
Molecular dynamics simulations of the full triple helical region of collagen type I provide an atomic scale view of the protein's regional heterogeneity.,"Dale L Bodian, Randall J Radmer, Sean Holbert, Teri E Klein",2011,10.1142/9789814335058_0021,21121047,"{6701540956: 'Dale L. Bodian', 6701437326: 'Randall J. Radmer', 55570548600: 'Sean Holbert', 7202313665: 'Teri E. Klein'}","[6.0821420e-01 6.3870400e-02 5.7325188e-02 5.4543470e-05 1.6908476e-03
 5.9506927e-02 3.3271515e-03 5.0234534e-02 6.0543255e-03 1.4781280e-02
 5.4543470e-05 1.5872151e-02 2.5689974e-02 9.3323879e-02]",20
Structural insights into pre-translocation ribosome motions.,"Samuel Coulbourn Flores, Russ B. Altman",2011,10.1142/9789814335058_0022,21121048,"{7005423829: 'Samuel Coulbourn Flores', 7202798518: 'Russ B. Altman'}","[5.9155107e-01 1.4667277e-01 1.2922657e-01 6.6877133e-03 9.1800289e-03
 1.4164659e-02 4.1538591e-05 4.1538591e-05 2.5795463e-02 5.8569415e-03
 4.1538591e-05 4.1538591e-05 2.3303149e-02 4.7395531e-02]",5
New conformational search method using genetic algorithm and knot theory for proteins.,"Yoshitake Sakae, tomoyuki Hiroyasu, Mitsunori Miki, Yuko Okamoto",2011,10.1142/9789814335058_0023,21121049,"{6602069437: 'Yoshitake Sakae', 6701840429: 'Tomoyuki Hiroyasu', 7202002463: 'Mitsunoric Miki', 7404537612: 'Yuko Okamoto'}","[5.2682388e-01 1.5815732e-01 9.9196583e-02 6.4792017e-05 1.3671116e-02
 4.6067122e-02 2.0150317e-02 6.4792017e-05 1.2381755e-01 6.4792017e-05
 5.2481536e-03 6.4792017e-05 3.3043928e-03 3.3043928e-03]",5
The reference human genome demonstrates high risk of type 1 diabetes and other disorders.,"Rong Chen, Atul J. Butte",2011,10.1142/9789814335058_0025,21121051,"{57188838762: 'Rong Chen', 7003333396: 'Atul Janardhan Butte'}",,19
Matching cancer genomes to established cell lines for personalized oncology.,"Joel T. Dudley, Rong Chen, Atul J. Butte",2011,10.1142/9789814335058_0026,21121052,"{18633685600: 'Joel T. Dudley', 57188838762: 'Rong Chen', 7003333396: 'Atul Janardhan Butte'}","[6.0975612e-03 3.5779076e-03 3.7845191e-02 5.5235839e-01 4.7923803e-02
 2.9278370e-02 1.1343479e-01 9.6805081e-02 5.0393068e-05 2.9782301e-02
 5.0393068e-05 2.3231203e-02 2.6254786e-02 3.3309814e-02]",7
Use of biological knowledge to inform the analysis of gene-gene interactions involved in modulating virologic failure with efavirenz-containing treatment regimens in ART-naÃ¯ve ACTG clinical trials participants.,"Benjamin J. Grady, Eric C. Torstenson, Paul J. Mclaren, Paul W. De Bakker, David W. Haas, Gregory K. Robbins, Roy M. Gulick, Richard Haubrich, Heather Ribaudo, Marylyn D. Ritchie",2011,10.1142/9789814335058_0027,21121053,"{37035864800: 'Benjamin J. Grady', 57207907589: 'Eric S. Torstenson', 7006020418: 'Paul J. McLaren', 6701510692: 'Paul IW W. De Bakker', 7202674008: 'David William Haas', 7006745852: 'Gregory K. Robbins', 7003695833: 'Roy M. Gulick', 7003333798: 'Richard H. Haubrich', 6602515590: 'Heather J. Ribaudo', 7102927061: 'Marylyn D. Ritchie'}","[5.2926855e-05 2.2811474e-02 6.4623691e-02 1.1807982e-01 2.9697257e-01
 7.3621258e-02 2.5516036e-01 5.2926855e-05 5.2926855e-05 6.1448079e-02
 5.2926855e-05 2.8633427e-02 7.8384675e-02 5.2926855e-05]",19
Visual integration of results from a large DNA biobank (BioVU) using synthesis-view.,"Sarah Pendergrass, Scott M. Dudek, Dan M. Roden, Dana C. Crawford, Marylyn D. Ritchie",2011,10.1142/9789814335058_0028,21121054,"{55571430100: 'Sarah A. Pendergrass', 7006790540: 'Scott M. Dudek', 7102884634: 'Dan M.L. Roden', 7403085570: 'Dana C. Crawford', 7102927061: 'Marylyn D. Ritchie'}",,16
Multivariate analysis of regulatory SNPs: empowering personal genomics by considering cis-epistasis and heterogeneity.,"Stephen D. Turner, William S. Bush",2011,10.1142/9789814335058_0029,21121055,"{57212900637: 'Stephen D. Turner', 8724084200: 'William S. Bush'}","[1.9794250e-02 1.8829798e-03 4.6385601e-03 1.1623956e-01 7.9039231e-02
 1.2909894e-01 4.5885003e-01 6.6639118e-02 4.5926336e-05 2.7142463e-02
 4.5926336e-05 3.7200334e-03 6.3424274e-02 2.9438781e-02]",7
Haplotype inference from short sequence reads using a population genealogical history model.,"Jin Zhang, Yufeng Wu",2011,10.1142/9789814335058_0030,21121056,"{55863535600: 'Jin Zhang', 10039338000: 'Yufeng Wu'}","[4.2115906e-05 8.0441376e-03 2.9523248e-02 4.2115906e-05 4.2115906e-05
 1.2344172e-01 4.2920318e-01 1.7267520e-03 2.4726246e-01 4.2115906e-05
 4.2115906e-05 4.2115906e-05 4.2115906e-05 1.6050372e-01]",0
Binary counting with chemical reactions.,"Aleksandra Kharam, Hua Jiang, Marc Riedel",2011,10.1142/9789814335058_0032,21121058,"{36720742300: 'Aleksandra P. Kharam', 55429065600: 'Hua Jiang', 55508496800: 'Marc D. Riedel', 7102542319: 'Keshab K. Parhi'}","[5.7339453e-04 6.5007293e-01 1.3714553e-01 2.1371976e-03 5.2126772e-05
 1.0477481e-02 5.2126772e-05 1.0946621e-03 1.6373019e-01 1.7775228e-02
 5.2648042e-03 3.7010007e-03 7.8711426e-03 5.2126772e-05]",17
Defining the players in higher-order networks: predictive modeling for reverse engineering functional influence networks.,"Jason E. McDermott, Michelle Archuleta, Susan L. Stevens, Mary P. Stenzel-Poore, Antonio Sanfilippo",2011,10.1142/9789814335058_0033,21121059,"{7202518284: 'Jason E. McDermott', 39862624500: 'Michelle N. Archuleta', 7201710305: 'Susan L. Stevens', 7004526216: 'Mary Stenzel Stenzel Stenzel-Poore', 15136574700: 'A. P. Sanfilippo'}","[4.80215167e-05 2.32952371e-01 1.73357669e-02 1.22983105e-01
 2.30983477e-02 2.44477540e-01 4.80215167e-05 2.25268930e-01
 5.28236676e-04 1.01325400e-02 9.89723504e-02 4.80215167e-05
 2.30983477e-02 1.00845180e-03]",12
Rate-independent constructs for chemical computation.,"Philip Senum, Marc Riedel",2011,10.1142/9789814335058_0034,21121060,"{41862549100: 'Phillip Senum', 55508496800: 'Marc D. Riedel'}","[1.2285012e-03 6.7982918e-01 1.5449865e-01 5.8500060e-05 5.8500060e-05
 4.8613548e-02 5.8500060e-05 5.9085060e-03 8.1373587e-02 2.5213525e-02
 5.8500060e-05 6.4350065e-04 2.3985023e-03 5.8500060e-05]",2
Towards real-time control of gene expression: controlling the HOG signaling cascade.,"Jannis Uhlendorf, Samuel Bottani, Francois Fages, Pascal Hersen, Gregory Batt",2011,10.1142/9789814335058_0035,21121061,"{16426306000: 'Jannis Uhlendorf', 55405914000: 'Samuel Bottani', 7004561416: 'FranÃ§ois Fages', 6507279731: 'Pascal Hersen', 21742186600: 'GrÃ©gory Batt'}","[4.6772254e-03 5.5436695e-01 1.1396685e-01 3.2879505e-03 4.6309164e-05
 1.1118830e-01 4.6309164e-05 6.2100589e-02 5.3301845e-02 4.6309164e-05
 3.6167454e-02 4.6309164e-05 5.7006579e-02 3.7510423e-03]",13
Identifying targets for intervention by analyzing basins of attraction.,"Michael P. Verdicchio, Seungchan Kim",2011,10.1142/9789814335058_0036,21121062,"{26322936900: 'Michael P. Verdicchio', 53865015400: 'Seungchan Kim'}","[4.3756019e-05 2.9058370e-01 1.0680845e-01 9.1931395e-02 4.3756019e-05
 2.0788485e-01 4.3756019e-05 6.5677784e-02 1.3918790e-01 5.9989505e-02
 4.3756019e-05 7.0447191e-03 3.0672967e-02 4.3756019e-05]",9
SSLPred: predicting synthetic sickness lethality.,"Nirmalya Bandyopadhyay, Sanjay Ranka, and Tamer Kahveci ",2012,10.1142/9789814366496_0002,22174258,"{34869146300: 'Nirmalya Bandyopadhyay', 7006264465: 'Sanjay Ranka', 6602549479: 'Tamer Kahveci'}","[3.95507050e-05 9.06106681e-02 1.07182413e-02 1.05639935e-01
 3.95507050e-05 2.25874066e-01 2.33744662e-02 2.29789596e-02
 2.29433626e-01 2.65385229e-02 2.39321306e-01 3.95507050e-05
 2.53520012e-02 3.95507050e-05]",3
Predicting the effects of copy-number variation in double and triple mutant combinations.,"Gregory W. Carter, Michelle Hays, Song Li, and Timothy Galitski ",2012,10.1142/9789814366496_0003,22174259,"{35728177100: 'Gregory W. Carter', 55441144000: 'Michelle Hays', 57902225700: 'Song Li', 6602178062: 'Timothy P. Galitski'}",,2
Integrative network analysis to identify aberrant pathway networks in ovarian cancer.,"Li Chen, Jianhua Xuan, Jinghua Gu, Yue Wang, Li Chen, Zhen Zhang, Tian-Li Wang, and Ie-Ming Shih",2012,10.1142/9789814366496_0004,22174260,"{55574215860: 'Lily Chen', 7004718083: 'Jianhua Xuan', 55251953800: 'Jinghua Gu', 55584806908: 'Yue Joseph Wang', 55312677700: 'Zheng Zhang', 8065033200: 'Tianli Wang', 7102185088: 'Ieming Shih'}","[2.0486359e-02 3.2747522e-02 3.1163788e-03 3.7299478e-01 5.1599061e-03
 2.4425258e-01 5.1088180e-05 9.3031578e-02 4.3476038e-02 2.0946153e-03
 9.6607745e-02 3.0193113e-02 5.2671909e-02 3.1163788e-03]",10
Role of synthetic genetic interactions in understanding functional interactions among pathways.,"Shahin Mohammadi, Giorgos Kollias, and Ananth Grama",2012,10.1142/9789814366496_0005,22174261,"{55439849200: 'Shahin Mohammadi', 58821829400: 'Georgios Kollias', 7003928712: 'Ananth Y. Grama'}","[1.8809462e-02 2.0991534e-02 2.0991534e-02 2.6538360e-01 1.3528847e-03
 8.8199362e-02 3.1465482e-02 6.5505810e-02 1.3664137e-01 1.2263246e-02
 4.2375840e-02 5.6341108e-02 2.3963515e-01 4.3641445e-05]",2
Discovery of mutated subnetworks associated with clinical data in cancer.,"Fabio Vandin, Patrick Clay, Eli Upfal, and Benjamin J. Raphael",2012,10.1142/9789814366496_0006,22174262,"{23399209100: 'Fabio Vandin', 57201283254: 'Patrick Clay', 7006574952: 'Eli Upfal', 8848793700: 'Benjamin J. Raphael'}","[4.0495670e-05 1.5833806e-02 4.0495670e-05 4.3860859e-01 4.0900628e-03
 2.4544424e-01 1.1784240e-02 6.8073221e-02 1.3084151e-01 4.0495670e-05
 4.0495670e-05 6.4428613e-02 1.7453633e-02 3.2801493e-03]",95
Quasi-anharmonic analysis reveals intermediate states in the nuclear co-activator receptor binding domain ensemble.,"Virginia M. Burger, Arvind Ramanathan, Andrej J. Savol, Christopher B. Stanley, Pratul K. Agarwal, and Chakra S. Chennubhotla",2012,10.1142/9789814366496_0008,22174264,"{41261160600: 'Virginia M. Burger', 57204334274: 'Arvind Ramanathan', 37662396600: 'Andrej J. Savol', 8908619900: 'Christopher B. Stanley', 7202300717: 'Pratul K. Agarwal', 9237893300: 'Chakra S. Chennubhotla'}","[3.8129923e-01 1.8822750e-01 4.2203944e-02 2.0596640e-02 3.4850495e-05
 4.6734512e-02 3.8335542e-04 8.7161086e-02 1.4884646e-01 3.4850495e-05
 3.2445807e-02 3.8335542e-04 5.1613580e-02 3.4850495e-05]",8
